x_data,y_data,time
450.0,0.0,2022-05-27 13:09:54.417833
450.0,0.0,2022-05-27 13:09:54.431835
450.0,0.0,2022-05-27 13:09:54.504370
449.9800298339445,4.239428103219768,2022-05-27 13:09:54.527384
449.9201211082561,8.478479930514197,2022-05-27 13:09:54.550581
449.82027914021114,12.716779239354802,2022-05-27 13:09:54.572588
449.68051279141275,16.95394985400385,2022-05-27 13:09:54.592590
449.50083446700387,21.18961569890232,2022-05-27 13:09:54.612595
449.28126011456675,25.423400832048976,2022-05-27 13:09:54.635603
449.02180922270696,29.654929478367592,2022-05-27 13:09:54.654604
448.7225048193241,33.883826063059324,2022-05-27 13:09:54.674610
448.3833734695677,38.10971524493741,2022-05-27 13:09:54.696621
448.00444527347923,42.33222194974097,2022-05-27 13:09:54.715621
447.58575386332114,46.55097140342528,2022-05-27 13:09:54.732621
447.127336400591,50.76558916542528,2022-05-27 13:09:54.749625
446.6292335727237,54.97570116188957,2022-05-27 13:09:54.770633
446.0914895894802,59.180933718881775,2022-05-27 13:09:54.789458
445.5141521790232,63.3809135955465,2022-05-27 13:09:54.808483
444.8972725836815,67.5752680172368,2022-05-27 13:09:54.825481
444.2409055554015,71.76362470860022,2022-05-27 13:09:54.843496
443.5451093508879,75.94561192662066,2022-05-27 13:09:54.861634
442.80994572643294,80.12085849361284,2022-05-27 13:09:54.877797
442.03547993243495,84.28899383016669,2022-05-27 13:09:54.894798
441.2217807076075,88.44964798803862,2022-05-27 13:09:54.913795
440.3689202728777,92.6024516829867,2022-05-27 13:09:54.931797
439.4769743249768,96.747036327547,2022-05-27 13:09:54.949815
438.54602202972114,100.88303406374803,2022-05-27 13:09:54.967804
437.576146014986,105.0100777957605,2022-05-27 13:09:54.987821
436.5674323633716,109.12780122247926,2022-05-27 13:09:55.005828
435.519970604563,113.23583887003502,2022-05-27 13:09:55.021827
434.43385370738366,117.3338261242323,2022-05-27 13:09:55.039823
433.3091780715436,121.42139926291125,2022-05-27 13:09:55.058850
432.1460435190839,125.49819548823035,2022-05-27 13:09:55.077857
430.9445532855162,129.56385295886696,2022-05-27 13:09:55.093838
429.7048140106605,133.61801082213304,2022-05-27 13:09:55.110859
428.42693572917983,137.66030924600304,2022-05-27 13:09:55.130873
427.1110318608142,141.69038945105135,2022-05-27 13:09:55.148864
425.75721920031344,145.70789374229605,2022-05-27 13:09:55.164846
424.36561790707174,149.7124655409469,2022-05-27 13:09:55.182863
422.93635149446186,153.70374941605365,2022-05-27 13:09:55.203860
421.4695468188732,157.68139111605294,2022-05-27 13:09:55.221859
419.96533406845214,161.64503760021026,2022-05-27 13:09:55.238885
418.4238467515472,165.5943370699546,2022-05-27 13:09:55.257912
416.8452216848592,169.52893900010284,2022-05-27 13:09:55.278877
415.229598981298,173.4484941699709,2022-05-27 13:09:55.297881
413.57712203754664,177.35265469436948,2022-05-27 13:09:55.316885
411.8879375213338,181.2410740544808,2022-05-27 13:09:55.336887
410.1621953584164,185.11340712861465,2022-05-27 13:09:55.355918
408.4000487192725,188.96931022283985,2022-05-27 13:09:55.372906
406.60165400550636,192.80844110148934,2022-05-27 13:09:55.390898
404.76717083596736,196.63045901753577,2022-05-27 13:09:55.411915
402.89676203258216,200.43502474283494,2022-05-27 13:09:55.429919
400.9905936059037,204.22180059823435,2022-05-27 13:09:55.446929
399.04883474037644,207.99045048354446,2022-05-27 13:09:55.464938
397.0716577793202,211.74063990736968,2022-05-27 13:09:55.483920
395.059238209634,215.47203601679652,2022-05-27 13:09:55.502944
393.0117546462198,219.18430762693643,2022-05-27 13:09:55.520928
390.92938881613,222.87712525032052,2022-05-27 13:09:55.539930
388.8123255424374,226.55016112614368,2022-05-27 13:09:55.558961
386.6607527278316,230.20308924935537,2022-05-27 13:09:55.575942
384.47486133794087,233.83558539959472,2022-05-27 13:09:55.594945
382.2548453843832,237.44732716996688,2022-05-27 13:09:55.612949
380.00090190754634,241.03799399565904,2022-05-27 13:09:55.633955
377.7132309590992,244.60726718239226,2022-05-27 13:09:55.649955
375.392035584236,248.15482993470766,2022-05-27 13:09:55.666976
373.037521803655,251.68036738408418,2022-05-27 13:09:55.686967
370.6498985952726,255.18356661688492,2022-05-27 13:09:55.705016
368.2293778756752,258.66411670213023,2022-05-27 13:09:55.721043
365.77617448131025,262.121708719095,2022-05-27 13:09:55.738052
363.2905061494186,265.55603578472704,2022-05-27 13:09:55.758057
360.7725934987085,268.9667930808851,2022-05-27 13:09:55.777061
358.22266000977413,272.3536778813933,2022-05-27 13:09:55.794064
355.64093200526116,275.7163895789099,2022-05-27 13:09:55.812068
353.0276386297781,279.05462971160824,2022-05-27 13:09:55.833076
350.38301182955905,282.3681019896672,2022-05-27 13:09:55.853079
347.7072863318767,285.65651232156836,2022-05-27 13:09:55.869086
345.0006996242088,288.9195688401989,2022-05-27 13:09:55.887085
342.2634919331599,292.15698192875664,2022-05-27 13:09:55.906107
339.49590620313927,295.3684642464548,2022-05-27 13:09:55.925349
336.69818807479857,298.55373075402616,2022-05-27 13:09:55.941336
333.8705858632294,301.7124987390214,2022-05-27 13:09:55.959367
331.0133505359237,304.8444878409018,2022-05-27 13:09:55.978373
328.12673569049895,307.94942007592323,2022-05-27 13:09:55.997342
325.21099753218994,311.02701986180875,2022-05-27 13:09:56.013366
322.26639485110854,314.0770140422082,2022-05-27 13:09:56.031352
319.29318899927483,317.09913191094256,2022-05-27 13:09:56.051353
316.2916438674203,320.0931052360312,2022-05-27 13:09:56.069370
313.26202586156586,323.0586682834987,2022-05-27 13:09:56.087380
310.2046038793767,325.9955578409605,2022-05-27 13:09:56.104373
307.1196492862957,328.90351324098486,2022-05-27 13:09:56.123393
304.00743589145867,331.78227638422857,2022-05-27 13:09:56.142371
